page_title,comments,url,date,pred_lang,gpt_toxic_class
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Μλκα ειναι αστείο αυτό το άρθρο ειδικά για εμάς που ξέρουμε τον Hayate από παλιές εποχές,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,4
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Έκλαψα και ο χαγιατε συνεχίζει τις εκπομπές κανονικά χαχαχαχχα να στε καλά έκλαψα πρωι πρωι,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-22,Other,2
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Επόμενο live hayate: Τρελό μακελειό με δυνάμεις του Ισραήλ και τζόγος σε καζίνο της Γάζας,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Greek,5
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,γελάμε με τον ίδιο τρόπο εντωμεταξύ γάματα,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Greek,2
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,μου αρέσει που γελάς και γελάνε και άλλοι μαζί. Πιο πολύ μου αρέσει όταν θα κάνουν έλεγχο στους λογαριασμούς που πήγαιναν τα μπικικίνια και στο tax dat ass. Εκεί περιμένουμε να γελάσουμε.,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-19,English,2
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,"Ο Hayate έχει ιστορικό. Ανέβαζε gameplay s
στο League of Legends, του έκαναν demonetise το κανάλι επειδή έβριζε.
Το taser χρησιμοποιείται ως όπλο βασανισμού και ως μεσο ακινητοποίησης για σύλληψη απο την αστυνομία των Η.Π.Α.
Το content που αναπαράγεται σε live streaming και απο κανάλια που κάνουν upload αυτό το content μπορεί ανετα ο θεατής αυτα που βλέπει να τα αντιγράψει.",https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-26,Other,3
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Συμφωνώ στα περισσότερα αν όχι όλα σε αυτά που αναφέρεσαι στα βίντεό σου στην προκειμένη περίπτωση όμως καλά κάνουν και το κάνουν λίγο καρικατούρα το όλο ζήτημα γιατί το ζήτημα του Hayate και γενικά αυτή η πλέμπα όλη του Internet Πρέπει με κάποιον τρόπο είτε να εκλείψει είτε να μειωθεί,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,2
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,"Δεν το κρίνει ο ""νομοθέτης"", ο δικαστής/δικαστήριο το κρίνει. Ο νομοθέτης (η βουλή) έχει ήδη νομοθετήσει και έχει περάσει νόμους γιαυτό.",https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,3
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Να σου χαρίσω  μια μπλούζα να μου χαρίσεις 15 ευρώ ,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-22,Other,1
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Φλόριαν μετα το ξυλο που έριξες στην helenalive έρχεται η σειρά σου,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,English,4
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,"Ναι, είναι γελοίο ετσι όπως το γράφει το μακελειό, αλλα μην μου υποστηρίζεις και τον Hayate!",https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,2
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Γιατι φιλαράκι ποιος τα ξεκίνησε ολα αυτα?? Πρωτος ηταν ο hayate..εσυ φιλε μαλλον δεν γνωρίζεις τι σημαίνει παρέα..σοβαρεψου και σε ειχα για σοβαρό άτομο..,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,4
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,"Δυστυχως η γελοιοτητα του Μακελειού εχει δωσει το δικαίωμα με τις υπερβολες της, να προβαλλουν την εφημερίδα αυτην ατομα σαν τον lotof, ως επιχειρημα κατά της 100% ΟΡΘΗΣ διαπόμπευσης της πλεμπας του Hayate.",https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Greek,4
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,που μενετε? σπιτι μου!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  χαχα πολυ γέλιο,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,1
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Εγω βλεπω οτι ολοι κονοματε στην πλατη του αρχηγου.,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-19,English,1
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Κάνε βίντεο με Θάνο Κόκκαλη vs Mr Xristos,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Greeklish,2
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Βρήκα το βίντεο με το τέστ IQ. Έβγαλε 62 ο Βάρδος και 65 ο Τσούλφας.,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Greek,2
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,δεν τα ξερετε εσεις εκει? εσεις ειστε εγκυκλοπαιδεια,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,2
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Ο βάρδος θα ανεβάσει κανάλι με τον Ευαγγελάτο...,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-22,Greeklish,2
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Μακαρι να μπει μεσα και ο φλοριαν ο hayate,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,English,4
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Υπάρχει φυλάκιση καθως και για σενα,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-21,Greek,5
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,τα χαστουκια και τις φτυσιες σε ατομα δεν τα εδειξες!,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-19,Greek,2
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Πάμε Γερά Lotof,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,1
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,HAYATE- HAMAS  CONFIRMED.,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,5
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,malaka leipei to mpounidi ston solomon apo daddy tsoulfa,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-28,English,5
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Σε λιγο θα βγάλουνε και οτι ο hayate βάραγε την Έλενα on camera ενω βαρούσε το τραπέζι ,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,English,5
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,"Lotof απο Ισραήλ- Χαμάς σε ΝΔ στις εκλογές, στον Hayate... Καλησπέρα με αγάπη από την υπόγα",https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,5
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,6:48 Σύντροφος Ευαγγελάτος: πρεπει το αμεατο να επαναστατήσει και να πάψει αυτή η εκμετάλλευση ,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,3
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Oxi polu fulakh eleos dld hahahah,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,2
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,HAYATOBASTARDO KLAPSE MOULIKO KRIPSU KOTA STH FWLIA SU 8ASU KANUN THN TRYPA SOURWTHRI STHN MPOOUZOU OSO KAINA KRYFTEIS ERXETAI PUTSAAAAAAAAA,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-20,English,5
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,"Με το χαρακτηρισμό ""καθάρματα"" που τους γράψανε  ( 0:43 ) μπορουν να κάνουν μήνυση στον αρθρογραφο και τη σελίδα που το έγραψε. Μέχρι να γίνει μια δίκη οποιοσδήποτε είναι αθώος μέχρι αποδείξεως του εναντίου.Το να χαρακτηρίζει κανείς άτομα ΠΡΙΝ γίνει δικαστήριο είναι μηνυσημο. Αυτό ξέρω εγω.",https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-23,English,3
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,4:19,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,English,2
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,o vardos  ta eipe olla,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Greeklish,1
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Ο Hayate Kai Leuteris Tv Είναι Δεν Άνθρωποι,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,English,5
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,MALAKA KLAIW ME OLH THN ENOIA THS FRASEWS,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-20,English,5
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,florian zany,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-19,English,1
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,First,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Other,1
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Φάτε μπέργκερ μάγκες!!,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-19,Greek,1
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,Ανασκολοπισμός για όλους ανεξαιρέτως .....,https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,English,1
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,"Είστε στημένοι , αλλά θα κάνετε μια τρύπα στο νερό.",https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Greek,1
Το ΜΑΚΕΛΕΙΟ Προσπαθεί Να Μπλέξει Και Τον HAYATE?,"Είστε στημένοι , αλλά θα κάνετε μια τρύπα στο νερό.",https://www.youtube.com/watch?v=vSMMBjg_CKc,2023-11-18,Greek,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",o Τρύφωνος ειναι  μια μικρή ευφυια!ΦΟΒΕΡΟΣ,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Greeklish,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Πολύ καλό βίντεο...οι ατάκες που επιλέξατε ήταν ταμάμ!,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,English,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!","""Πες μου ότι πας σε ψυχίατρο χωρίς να μου το πεις""",https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Greeklish,2
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",...ο καλύτερος του χωριού...,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Greek,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Δεν πειράζειιιιι...δεν πειράζειιιιι ,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,English,2
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!","κιαλλο χιο στα βίντεο
θελωω κιαααλλοοο",https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Greeklish,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!","Η τον τρολλάρει ή πράγματι έχει πρόβλημα
 Αν συμβαίνει το δεύτερο συγχαρητήρια στον παρουσιαστή και σε όσους εδώ μέσα κοροϊδεύουν έναν συνάνθρωπό μας που έχει κάποια ""ιδιαιτερότητα"" Βέβαια αν ήταν κανένα ανυπεράσπιστο γατάκι όλοι θα εσχιζαν τα ιμάτιά τους,αλλά εδώ πρόκειται για άνθρωπο οπότε όλα καλά!!",https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Other,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Ποσο προσβάλει για την τηλεθέαση αυτός ο άνθρωπος...,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,English,2
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!","Σε μια τηλεόραση που προσπαθεί να μας περάσει την πολιτική ορθότητα, έχουμε τον παρουσιαστή αυτής της εκπομπής που προσβάλλει τον παίκτη. Αυτό δηλαδή είναι πολιτικά ορθό σύμφωνα πάντοτε με αυτά που προσπαθούν να μας περάσουν;",https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,English,2
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Τι σας λέει ο εαυτός σας παιδί μου ?! ,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,English,2
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!","Τίποτα, κανονικά τα λέει ο άνθρωπος έτσι ακριβώς όπως είναι",https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Other,2
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!","Τελικά πού το βρήκατε αυτό το φυντάνι ;;
Απορώ πως τον άντεξε ο Τάσος !!!",https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Greek,2
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Πιο ξινός και από λεμόνι  🫠,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,English,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Αυτο το τσουπ ολα τα λεφτά ,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Greek,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Δεν πειράζειιιιιι ,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Other,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Δε πειραζειιιιιι δε πειράζειιιιι,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Other,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Καλοοοο!!!!,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,English,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Ρεεε εισαι τρελος ρε;,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Greek,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!","Και πως τα πάτε
Όχι καλά..
-ουτε εδώ...
Χαχα",https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,English,2
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!","0:34  Τι σας λέει δλδ????
 Σκυλιιιιιιιιιιιιιιιιι",https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,English,2
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Η μουσική μου τη δίνει πολύ ,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Greeklish,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",DEN PEIRAZEIIII,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,English,5
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Φσσσσσσσσσσσσ θελει,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Greek,2
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",0:12  τι ενοις?,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Greek,2
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",tsouupp,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,English,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",First,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-28,Other,1
"ΕΚΑΨΕ ΕΓΚΕΦΑΛΟ ο Τρύφωνος, με τύπο που ακούει τον εαυτό του αλλά δεν του λέει ΤΙΠΟΤΑ!",Ακούω την αγάπη και δεν ακούω τις σκέψεις μου...,https://www.youtube.com/watch?v=gf2BG6ZFe2A,2023-11-19,Greeklish,2
ΑΜΕΤΑΝΟΗΤΟΣ Μπέος βγαίνει στον ΑΝΤ1 και τα ΞΑΝΑΧΩΝΕΙ στου πάντες χωρίς να θέλει να προσβάλει ΚΑΝΕΝΑΝ,"""Από την Ιαπωνία μου στείλανε συνχαρητηρια""
Νομίζω ο Oda του έστειλε το μπράβο και του πρότεινε να μπει ως Μαυρογενης στην σειρά του ΝετΦλιξ One Piece Live action  ",https://www.youtube.com/watch?v=X1ev3RxDnNI,2023-11-28,Other,2
ΑΜΕΤΑΝΟΗΤΟΣ Μπέος βγαίνει στον ΑΝΤ1 και τα ΞΑΝΑΧΩΝΕΙ στου πάντες χωρίς να θέλει να προσβάλει ΚΑΝΕΝΑΝ,Μπράβο ρε Άντρα!!!! Μόνο εσύ ,https://www.youtube.com/watch?v=X1ev3RxDnNI,2023-11-28,Greeklish,1
ΑΜΕΤΑΝΟΗΤΟΣ Μπέος βγαίνει στον ΑΝΤ1 και τα ΞΑΝΑΧΩΝΕΙ στου πάντες χωρίς να θέλει να προσβάλει ΚΑΝΕΝΑΝ,"«Αφού είσαι δημοσιογράφος είσαι και νούμερο»
Τι έγινε ρε Χατζηνικολαου , σιωπή ;;;;
Αλλά πολύ πιθανό να μην αισθάνεται δημοσιογράφος ….Και καλά κάνει .",https://www.youtube.com/watch?v=X1ev3RxDnNI,2023-11-28,Other,1
ΑΜΕΤΑΝΟΗΤΟΣ Μπέος βγαίνει στον ΑΝΤ1 και τα ΞΑΝΑΧΩΝΕΙ στου πάντες χωρίς να θέλει να προσβάλει ΚΑΝΕΝΑΝ,"Τελειόφοιτος δημοτικού..Τι μόρφωση έχει ο άνθρωπος, μπράβο του",https://www.youtube.com/watch?v=X1ev3RxDnNI,2023-11-28,Greek,1
ΑΜΕΤΑΝΟΗΤΟΣ Μπέος βγαίνει στον ΑΝΤ1 και τα ΞΑΝΑΧΩΝΕΙ στου πάντες χωρίς να θέλει να προσβάλει ΚΑΝΕΝΑΝ,Η ψήφος δε δείχνει τίποτα για τον άνθρωπο που εκλέγεται. Η ψήφος φανερώνει την ποιότητα και το ποιόν εκείνου που ψηφίζει.,https://www.youtube.com/watch?v=X1ev3RxDnNI,2023-11-28,Other,2
ΑΜΕΤΑΝΟΗΤΟΣ Μπέος βγαίνει στον ΑΝΤ1 και τα ΞΑΝΑΧΩΝΕΙ στου πάντες χωρίς να θέλει να προσβάλει ΚΑΝΕΝΑΝ,Εσείς Γιατί Το Επαναλαμβάνεται Οι Μάγκες Δέρνουν ,https://www.youtube.com/watch?v=X1ev3RxDnNI,2023-11-28,Other,2
